ID|SNOMED_CID|SNOMED_FSN|SNOMED_CONCEPT_STATUS|UMLS_CUI|OCCURRENCE|USAGE|FIRST_IN_SUBSET|IS_RETIRED_FROM_SUBSET|LAST_IN_SUBSET|REPLACED_BY_SNOMED_CID
3085|5984000|Fetal or neonatal effect of malpresentation, malposition and/or disproportion during labor and/or delivery (disorder)|Current|C0270057|1|0.0018|201108|False||
3086|65124004|Swelling (finding)|Current|C0038999|1|0.0018|200907|False||
3087|65358001|Acquired hallux valgus (disorder)|Current|C0158458|1|0.0018|200907|False||
3088|71772004|Vasospasm (finding)|Current|C0085616|1|0.0018|200907|False||
3089|8180007|Fiberoptic colonoscopy through colostomy (procedure)|Current|C0192909|1|0.0018|201208|False||
3090|83132003|Upper abdominal pain (finding)|Current|C0232492|1|0.0018|200907|False||
3091|94180008|Secondary malignant neoplasm of axilla (disorder)|Current|C0684830|1|0.0018|200907|False||
3092|95919007|Dependence on corticoids (disorder)|Current|C0521861|1|0.0018|200907|False||
3093|208929003|Closed traumatic dislocation of patellofemoral joint (disorder)|Current|C0434685|4|0.0017|200907|False||
3094|123798002|Lumbosacral spondylosis (disorder)|Current|C0730194|3|0.0017|200907|False||
3095|20165001|Hyperphosphatemia (disorder)|Current|C0085681|3|0.0017|200907|False||
3096|26389007|Toxic multinodular goiter (disorder)|Current|C0154143|3|0.0017|200907|False||
3097|39446004|Female infertility of tubal origin (disorder)|Current|C0156415|3|0.0017|200907|False||
3098|40970001|Chronic osteomyelitis (disorder)|Current|C0008707|3|0.0017|200907|False||
3099|442048005|Tenosynovitis of wrist (disorder)|Current|C0149987|3|0.0017|201002|False||
3100|71760005|Cervico-occipital neuralgia (finding)|Current|C0007863|3|0.0017|200907|False||
3101|87614000|Pinguecula (disorder)|Current|C0152255|3|0.0017|200907|False||
3102|94704006|Multiple myeloma in remission (disorder)|Current|C0153869|3|0.0017|200907|False||
3103|128474007|Parathyroid adenoma (disorder)|Current|C0262587|2|0.0017|200907|False||
3104|128540005|Hearing disorder (disorder)|Current|C0260662|2|0.0017|200907|False||
3105|17551007|Chronic diarrhea of unknown origin (disorder)|Current|C0267664|2|0.0017|200907|False||
3106|188241004|Malignant neoplasm of lateral wall of urinary bladder (disorder)|Current|C0496828|2|0.0017|200907|False||
3107|19309007|Glaucoma associated with vascular disorder (disorder)|Current|C0154964|2|0.0017|200907|False||
3108|195565004|Dilation of esophagus (procedure)|Current|C0740287|2|0.0017|200907|False||
3109|247444006|Excoriation of skin (disorder)|Current|C0015256|2|0.0017|200907|False||
3110|249274008|Urinary symptoms (finding)|Current|C0426359|2|0.0017|200907|False||
3111|262520005|Thumb injury (disorder)|Current|C0262649|2|0.0017|200907|False||
3112|2651006|Closed traumatic dislocation of elbow joint (disorder)|Current|C0434599|2|0.0017|200907|False||
3113|269579005|Malignant melanoma of trunk (disorder)|Current|C1305887|2|0.0017|200907|False||
3114|289922002|Mass of ovary (finding)|Current|C0240611|2|0.0017|200907|False||
3115|29753000|Partial seizure (disorder)|Current|C0751495|2|0.0017|200907|False||
3116|301021005|Ulcer of toe (disorder)|Current|C0577717|2|0.0017|200907|False||
3117|399081005|Common peroneal neuropathy (disorder)|Current|C0751926|2|0.0017|200907|False||
3118|400122007|Primary cutaneous T-cell lymphoma (disorder)|Current|C0079773|2|0.0017|200907|False||
3119|416030007|Cervicovaginal cytology: Low grade squamous intraepithelial lesion (finding)|Current|C1562303|2|0.0017|200907|False||
3120|422426003|Facial nerve disorder (disorder)|Current|C0015464|2|0.0017|200907|False||
3121|429589006|Left ventricular cardiac dysfunction (disorder)|Current|C1997351|2|0.0017|201002|False||
3122|43769008|Mild mixed bipolar I disorder (disorder)|Current|C0236781|2|0.0017|200907|False||
3123|443089001|Pseudoaneurysm (disorder)|Current|C1510412|2|0.0017|201002|False||
3124|44946007|Repair of umbilical hernia (procedure)|Current|C0019333|2|0.0017|200907|False||
3125|57781000|Disorder of vocal cord (disorder)|Current|C0264309|2|0.0017|200907|False||
3126|81345003|Stenosis of lacrimal canaliculi (disorder)|Current|C0155245|2|0.0017|201002|False||
3127|91273001|Lactic acidosis (disorder)|Current|C0001125|2|0.0017|200907|False||
3128|91603007|Contusion of lower limb (disorder)|Current|C0274236|2|0.0017|200907|False||
3129|95508001|Congenital obstruction of lacrimal canal (disorder)|Current|C0521578|2|0.0017|200907|False||
3130|95851007|Fracture of orbit (disorder)|Current|C0029184|2|0.0017|200907|False||
3131|124042003|Increased lipid (finding)|Current|C0851043|1|0.0017|200907|False||
3132|128078004|Polyradiculoneuropathy (disorder)|Current|C0032587|1|0.0017|200907|False||
3133|188152004|Malignant neoplasm of upper-inner quadrant of female breast (disorder)|Current|C0153550|1|0.0017|200907|False||
3134|199132007|Pregnancy-related glycosuria (disorder)|Current|C0403496|1|0.0017|200907|False||
3135|202264009|Contracture of multiple joints (disorder)|Current|C0158118|1|0.0017|200907|False||
3136|2070002|Burning sensation in eye (finding)|Current|C0234655|1|0.0017|200907|False||
3137|233163003|Radiofrequency ablation operation for arrhythmia (procedure)|Current|C0397410|1|0.0017|200907|False||
3138|233956002|Aortoiliac atherosclerosis (disorder)|Current|C0729733|1|0.0017|200907|False||
3139|254553001|Carcinoma of cardia (disorder)|Current|C0345794|1|0.0017|201002|False||
3140|266887003|Family history: Raised blood lipids (situation)|Current|C0455369|1|0.0017|200907|False||
3141|274165007|Laceration of skin (disorder)|Current|C0558401|1|0.0017|200907|False||
3142|28188001|Brain injury with open intracranial wound (disorder)|Current|C0272936|1|0.0017|201002|False||
3143|297713002|Varicose veins of lower extremity without ulcer AND without inflammation (disorder)|Current|C1281489|1|0.0017|200907|False||
3144|302229004|Salmonella food poisoning (disorder)|Current|C0036114|1|0.0017|200907|False||
3145|310495003|Mild depression (disorder)|Current|C0588006|1|0.0017|201002|False||
3146|312851005|Screening for disorder (procedure)|Current|C0730227|1|0.0017|201208|False||
3147|34363003|Pruritus of vagina (disorder)|Current|C0042256|1|0.0017|200907|False||
3148|369462000|Atypical hyperplasia of breast (disorder)|Current|C1297929|1|0.0017|200907|False||
3149|372100004|Carcinoma of exocervix (disorder)|Current|C1299238|1|0.0017|200907|False||
3150|37657006|Disorder of esophagus (disorder)|Current|C0014852|1|0.0017|200907|False||
3151|40890009|Esophageal dysphagia (disorder)|Current|C0267072|1|0.0017|200907|False||
3152|409666003|Pathological fracture of neck of femur (disorder)|Current|C1443978|1|0.0017|200907|False||
3153|416113008|Febrile disorder (disorder)|Current|C0743841|1|0.0017|200907|False||
3154|425832009|Psychophysiologic insomnia (disorder)|Current|C1960036|1|0.0017|200907|False||
3155|442351006|Mental disorder caused by drug (disorder)|Current|C2711670|1|0.0017|201002|False||
3156|442365008|Liveborn born in hospital by cesarean section (situation)|Current|C2711595|1|0.0017|201002|False||
3157|443936004|Oligodendroglioma (disorder)|Current|C0751396|1|0.0017|201002|False||
3158|47546008|Warfarin overdosage (disorder)|Current|C0573797|1|0.0017|200907|False||
3159|53792000|Closed fracture of shaft of ulna (disorder)|Current|C0435612|1|0.0017|200907|False||
3160|5552004|Disorder of ovary (disorder)|Current|C0029928|1|0.0017|200907|False||
3161|62415009|Delayed articulatory and language development (finding)|Current|C0454644|1|0.0017|201002|False||
3162|67406007|Disseminated intravascular coagulation (disorder)|Current|C0012739|1|0.0017|200907|False||
3163|75053002|Acute febrile mucocutaneous lymph node syndrome (disorder)|Current|C0026691|1|0.0017|200907|False||
3164|94820008|Neoplasm of uncertain behavior of endocrine gland (disorder)|Current|C0496950|1|0.0017|200907|False||
3165|20639004|Candidiasis of the esophagus (disorder)|Current|C0239295|4|0.0016|200907|False||
3166|342070009|Closed fracture of foot (disorder)|Current|C0272775|4|0.0016|200907|False||
3167|140004|Chronic pharyngitis (disorder)|Current|C0155825|3|0.0016|200907|False||
3168|17883008|Sprain of hip (disorder)|Current|C0272889|3|0.0016|200907|False||
3169|269062008|Closed fracture of cervical spine (disorder)|Current|C0435352|3|0.0016|200907|False||
3170|269080004|Closed fracture of the distal humerus (disorder)|Current|C0555330|3|0.0016|200907|False||
3171|269516007|Tongue carcinoma (disorder)|Current|C0558353|3|0.0016|200907|False||
3172|441124000|Mass of chest wall (finding)|Current|C0742352|3|0.0016|200907|False||
3173|44169009|Loss of sense of smell (finding)|Current|C0003126|3|0.0016|200907|False||
3174|49468007|Depressed bipolar I disorder (disorder)|Current|C0236773|3|0.0016|200907|False||
3175|56265001|Heart disease (disorder)|Current|C0018799|3|0.0016|200907|False||
3176|57207003|Bullous keratopathy (disorder)|Current|C0155111|3|0.0016|200907|False||
3177|75229002|Hyphema (disorder)|Current|C0020581|3|0.0016|200907|False||
3178|111496009|Syringomyelia (disorder)|Current|C0039144|2|0.0016|200907|False||
3179|11251000|Irradiation cystitis (disorder)|Current|C0156270|2|0.0016|200907|False||
3180|12584003|Bone pain (finding)|Current|C0151825|2|0.0016|200907|False||
3181|12770006|Cyanotic congenital heart disease (disorder)|Current|C0265808|2|0.0016|200907|False||
3182|15385006|Closed fracture of medial malleolus (disorder)|Current|C0435890|2|0.0016|200907|False||
3183|160313009|Family history of osteoporosis (situation)|Current|C1563292|2|0.0016|200907|False||
3184|17920008|Portal vein thrombosis (disorder)|Current|C0155773|2|0.0016|200907|False||
3185|19354008|Ganglion cyst of tendon sheath (disorder)|Current|C0158335|2|0.0016|200907|False||
3186|197279005|Cirrhosis and chronic liver disease (disorder)|Current|C0156189|2|0.0016|200907|False||
3187|197866008|Diverticulum of bladder (disorder)|Current|C0156273|2|0.0016|200907|False||
3188|250102002|Unstable knee (finding)|Current|C0427262|2|0.0016|200907|False||
3189|26373009|Thrombosed external hemorrhoids (disorder)|Current|C0155784|2|0.0016|200907|False||
3190|274663001|Acute pain (finding)|Current|C0184567|2|0.0016|200907|False||
3191|279079003|Dysesthesia (finding)|Current|C0392699|2|0.0016|200907|False||
3192|40700009|Severe intellectual disability (disorder)|Current|C0036857|2|0.0016|200907|False||
3193|428173007|Chronic hypoxemic respiratory failure (disorder)|Current|C1997318|2|0.0016|200907|False||
3194|443719001|Leiomyosarcoma (disorder)|Current|C0023269|2|0.0016|201002|False||
3195|445355009|Refractory epilepsy (disorder)|Current|C1096063|2|0.0016|201008|False||
3196|52845002|Nephritis (disorder)|Current|C0027697|2|0.0016|200907|False||
3197|61599003|Phlebitis (disorder)|Current|C0031542|2|0.0016|200907|False||
3198|75467001|Intervertebral disc disorder of cervical region with myelopathy (disorder)|Current|C0158268|2|0.0016|200907|False||
3199|80141007|Hemoglobinopathy (disorder)|Current|C0019045|2|0.0016|200907|False||
3200|84758004|Amphetamine abuse (disorder)|Current|C0236807|2|0.0016|200907|False||
3201|92030004|Benign neoplasm of brain (disorder)|Current|C0496899|2|0.0016|200907|False||
3202|94147001|Mass of mediastinum (finding)|Current|C0240318|2|0.0016|200907|False||
3203|94397007|Secondary malignant neoplasm of lymph nodes of neck (disorder)|Current|C0686625|2|0.0016|200907|False||
3204|95726001|Corneal scar (disorder)|Current|C0349702|2|0.0016|200907|False||
3205|128136007|Disorder of knee (disorder)|Current|C1290879|1|0.0016|201208|False||
3206|129788004|Mammographic breast mass finding (finding)|Current|C1268712|1|0.0016|200907|False||
3207|134395001|Diabetic retinopathy screening (procedure)|Current|C1277181|1|0.0016|200907|False||
3208|15886004|Screening for cancer (procedure)|Current|C0199230|1|0.0016|201208|False||
3209|171419001|Examination for population survey (procedure)|Current|C0420162|1|0.0016|201108|False||
3210|177765008|Opening of chest (procedure)|Current|C0039991|1|0.0016|200907|False||
3211|191894006|Nondependent cannabis abuse, episodic (disorder)|Current|C0338707|1|0.0016|201208|False||
3212|22591001|Degeneration of cartilage AND/OR meniscus of knee (disorder)|Current|C0263782|1|0.0016|201002|False||
3213|237692001|Adrenocorticotropic hormone deficiency (disorder)|Current|C0342388|1|0.0016|201008|False||
3214|24595009|Primary gout (disorder)|Current|C0149896|1|0.0016|201208|False||
3215|2492009|Nutritional disorder (disorder)|Current|C3714509|1|0.0016|201208|False||
3216|250980009|Cardioversion (procedure)|Current|C0013778|1|0.0016|200907|False||
3217|268798004|Fetal or neonatal effect of maternal polyhydramnios (disorder)|Current|C3662223|1|0.0016|201308|False||
3218|271760008|Pustule (disorder)|Current|C0241157|1|0.0016|200907|False||
3219|271771009|Joint swelling (finding)|Current|C0152031|1|0.0016|200907|False||
3220|281544003|Strain of tendon of foot and ankle (disorder)|Current|C0559444|1|0.0016|201002|False||
3221|29384001|Disorder of stomach (disorder)|Current|C0038354|1|0.0016|200907|False||
3222|301183007|Bacterial endocarditis (disorder)|Current|C0014121|1|0.0016|200907|False||
3223|30905007|Closed supracondylar fracture of femur (disorder)|Current|C0435844|1|0.0016|200907|False||
3224|32984002|Neonatal polycythemia (disorder)|Current|C0272153|1|0.0016|200907|False||
3225|371409005|Disorder of eye region (disorder)|Current|C0015397|1|0.0016|200907|False||
3226|386662004|Pedal cycle accident (event)|Current|C0261200|1|0.0016|200907|False||
3227|386745004|Transurethral cystoscopy (procedure)|Current|C0010707|1|0.0016|201208|False||
3228|398262004|Disruption of episiotomy wound in the puerperium (disorder)|Current|C0269966|1|0.0016|200907|False||
3229|399305009|Nonsenile cataract (disorder)|Current|C2607928|1|0.0016|200907|False||
3230|408647009|Adenocarcinoma of stomach (disorder)|Current|C0278701|1|0.0016|200907|False||
3231|416920000|Obstruction of lacrimal canaliculus (disorder)|Current|C0022906|1|0.0016|200907|False||
3232|417425009|Hemoglobin SS disease with crisis (disorder)|Current|C0238425|1|0.0016|200907|False||
3233|428794004|Fistula (disorder)|Current|C0016169|1|0.0016|200907|False||
3234|429975007|Oral phase dysphagia (disorder)|Current|C2315800|1|0.0016|201208|False||
3235|430348006|Localized infection of skin AND/OR subcutaneous tissue (disorder)|Current|C2315265|1|0.0016|200907|False||
3236|43724002|Chill (finding)|Current|C0085593|1|0.0016|200907|False||
3237|442342003|Twin liveborn born in hospital by cesarean section (situation)|Current|C2711804|1|0.0016|201002|False||
3238|443762000|Hypertrophic cardiomegaly (disorder)|Current|C2733179|1|0.0016|201208|False||
3239|444661007|High risk pregnancy due to history of preterm labor (finding)|Current|C2919395|1|0.0016|201008|False||
3240|44772007|Maternal obesity syndrome (disorder)|Current|C0269672|1|0.0016|201002|False||
3241|45626005|Nontraumatic hemoperitoneum (disorder)|Current|C0019066|1|0.0016|200907|False||
3242|45945004|Mechanical complication due to breast prosthesis (disorder)|Current|C0274357|1|0.0016|200907|False||
3243|51530003|Pneumonia caused by Escherichia coli (disorder)|Current|C0276089|1|0.0016|200907|False||
3244|54355006|Intracranial injury, without skull fracture (disorder)|Current|C0272925|1|0.0016|201108|False||
3245|58000006|Patient discharge (procedure)|Current|C0030685|1|0.0016|201108|False||
3246|68345001|Apraxia (finding)|Current|C0003635|1|0.0016|200907|False||
3247|69352009|Varicose veins of lower extremity with ulcer AND inflammation (disorder)|Current|C0155779|1|0.0016|200907|False||
3248|78559005|Operative procedure on shoulder region (procedure)|Current|C0186321|1|0.0016|201208|False||
3249|78768009|Subconjunctival hemorrhage (disorder)|Current|C0038534|1|0.0016|200907|False||
3250|82696006|Neonatal jaundice due to delayed conjugation from breast milk inhibitor (disorder)|Current|C0270215|1|0.0016|200907|False||
3251|83469008|Hyperinsulinism (disorder)|Current|C0020459|1|0.0016|200907|False||
